R_Priority,Weights,Data weightage %,Severity of defects,Complexity,Time,Cost,Number of defects linked,Test_Case,Sprint,Execution Status
M,1,40,2,3,1,21,15,T-mis-1487, Sprint 4,P
M,1,40,3,3,2.5,52.5,15,T-mis-1488,Sprint 1,P
M,1,40,3,3,2.5,52.5,15,T-mis-1488, Sprint 2,P
M,1,40,3,3,2.5,52.5,15,T-mis-1488, Sprint 3,F
M,1,40,3,3,2.5,52.5,15,T-mis-1488, Sprint 4,P
M,1,40,3,3,2.5,52.5,15,T-mis-1489,Sprint 1,P
M,1,40,3,3,2.5,52.5,15,T-mis-1489, Sprint 2,P
M,1,40,3,3,2.5,52.5,15,T-mis-1489, Sprint 3,F
M,1,40,3,3,2.5,52.5,15,T-mis-1489, Sprint 4,P
M,1,40,1,3,5,105,15,T-mis-1490,Sprint 1,F
M,1,40,1,3,5,105,15,T-mis-1490, Sprint 2,F
M,1,40,1,3,5,105,15,T-mis-1490, Sprint 3,F
M,1,40,1,3,5,105,15,T-mis-1490, Sprint 4,P
M,1,40,1,3,5,105,15,T-mis-1491,Sprint 1,F
M,1,40,1,3,5,105,15,T-mis-1491, Sprint 2,F
M,1,40,1,3,5,105,15,T-mis-1491, Sprint 3,F
M,1,40,1,3,5,105,15,T-mis-1491, Sprint 4,P
M,1,40,1,3,5,105,15,T-mis-1492,Sprint 1,F
M,1,40,1,3,5,105,15,T-mis-1492, Sprint 2,F
M,1,40,1,3,5,105,15,T-mis-1492, Sprint 3,F
M,1,40,1,3,5,105,15,T-mis-1492, Sprint 4,P
M,1,40,2,1,2,14,5,T-mis-1493,Sprint 1,P
M,1,40,2,1,2,14,5,T-mis-1493, Sprint 2,F
M,1,40,2,1,2,14,5,T-mis-1493, Sprint 3,P
M,1,40,2,1,2,14,5,T-mis-1493, Sprint 4,F
M,1,40,2,1,2,14,5,T-mis-1494,Sprint 1,P
M,1,40,2,1,2,14,5,T-mis-1494, Sprint 2,F
M,1,40,2,1,2,14,5,T-mis-1494, Sprint 3,P
M,1,40,2,1,2,14,5,T-mis-1494, Sprint 4,F
M,1,40,1,1,4,28,5,T-mis-1495,Sprint 1,F
M,1,40,1,1,4,28,5,T-mis-1495, Sprint 2,F
M,1,40,1,1,4,28,5,T-mis-1495, Sprint 3,F
M,1,40,1,1,4,28,5,T-mis-1495, Sprint 4,P
M,1,40,1,1,4,28,5,T-mis-1496,Sprint 1,F
M,1,40,1,1,4,28,5,T-mis-1496, Sprint 2,F
M,1,40,1,1,4,28,5,T-mis-1496, Sprint 3,F
M,1,40,1,1,4,28,5,T-mis-1496, Sprint 4,P
M,1,40,1,1,4,28,5,T-mis-1497,Sprint 1,F
M,1,40,1,1,4,28,5,T-mis-1497, Sprint 2,F
M,1,40,1,1,4,28,5,T-mis-1497, Sprint 3,F
M,1,40,1,1,4,28,5,T-mis-1497, Sprint 4,P
M,1,40,1,1,4,28,5,T-mis-1498,Sprint 1,F
M,1,40,1,1,4,28,5,T-mis-1498, Sprint 2,F
M,1,40,1,1,4,28,5,T-mis-1498, Sprint 3,F
M,1,40,1,1,4,28,5,T-mis-1498, Sprint 4,P
M,1,40,3,1,2,14,5,T-mis-1499,Sprint 1,F
M,1,40,3,1,2,14,5,T-mis-1499, Sprint 2,P
M,1,40,3,1,2,14,5,T-mis-1499, Sprint 3,P
M,1,40,3,1,2,14,5,T-mis-1499, Sprint 4,P
M,1,40,3,3,5,105,15,T-mis-1500,Sprint 1,P
M,1,40,3,3,5,105,15,T-mis-1500, Sprint 2,P
M,1,40,3,3,5,105,15,T-mis-1500, Sprint 3,P
M,1,40,3,3,5,105,15,T-mis-1500, Sprint 4,F
M,1,40,3,5,1,35,25,T-mis-1501,Sprint 1,P
M,1,40,3,5,1,35,25,T-mis-1501, Sprint 2,P
M,1,40,3,5,1,35,25,T-mis-1501, Sprint 3,P
M,1,40,3,5,1,35,25,T-mis-1501, Sprint 4,F
M,1,40,2,5,4,140,25,T-mis-1502,Sprint 1,F
M,1,40,2,5,4,140,25,T-mis-1502, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1502, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1502, Sprint 4,P
M,1,40,2,5,4,140,25,T-mis-1503,Sprint 1,F
M,1,40,2,5,4,140,25,T-mis-1503, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1503, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1503, Sprint 4,P
M,1,40,2,5,4,140,25,T-mis-1504,Sprint 1,F
M,1,40,2,5,4,140,25,T-mis-1504, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1504, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1504, Sprint 4,P
M,1,40,2,5,4,140,25,T-mis-1505,Sprint 1,F
M,1,40,2,5,4,140,25,T-mis-1505, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1505, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1505, Sprint 4,P
M,1,40,3,3,1,21,15,T-mis-1506,Sprint 1,F
M,1,40,3,3,1,21,15,T-mis-1506, Sprint 2,P
M,1,40,3,3,1,21,15,T-mis-1506, Sprint 3,P
M,1,40,3,3,1,21,15,T-mis-1506, Sprint 4,P
M,1,40,3,3,5,105,15,T-mis-1507,Sprint 1,F
M,1,40,3,3,5,105,15,T-mis-1507, Sprint 2,P
M,1,40,3,3,5,105,15,T-mis-1507, Sprint 3,P
M,1,40,3,3,5,105,15,T-mis-1507, Sprint 4,P
M,1,40,3,3,5,105,15,T-mis-1508,Sprint 1,F
M,1,40,3,3,5,105,15,T-mis-1508, Sprint 2,P
M,1,40,3,3,5,105,15,T-mis-1508, Sprint 3,P
M,1,40,3,3,5,105,15,T-mis-1508, Sprint 4,P
M,1,40,1,3,4,84,15,T-mis-1509,Sprint 1,F
M,1,40,1,3,4,84,15,T-mis-1509, Sprint 2,F
M,1,40,1,3,4,84,15,T-mis-1509, Sprint 3,F
M,1,40,1,3,4,84,15,T-mis-1509, Sprint 4,F
M,1,40,1,3,4,84,15,T-mis-1510,Sprint 1,F
M,1,40,1,3,4,84,15,T-mis-1510, Sprint 2,F
M,1,40,1,3,4,84,15,T-mis-1510, Sprint 3,F
M,1,40,1,3,4,84,15,T-mis-1510, Sprint 4,F
M,1,40,1,5,2.5,87.5,25,T-mis-1511,Sprint 1,F
M,1,40,1,5,2.5,87.5,25,T-mis-1511, Sprint 2,P
M,1,40,1,5,2.5,87.5,25,T-mis-1511, Sprint 3,F
M,1,40,1,5,2.5,87.5,25,T-mis-1511, Sprint 4,F
M,1,40,1,5,2.5,87.5,25,T-mis-1512,Sprint 1,F
M,1,40,1,5,2.5,87.5,25,T-mis-1512, Sprint 2,P
M,1,40,1,5,2.5,87.5,25,T-mis-1512, Sprint 3,F
M,1,40,1,5,2.5,87.5,25,T-mis-1512, Sprint 4,F
M,1,40,1,5,2.5,87.5,25,T-mis-1513,Sprint 1,F
M,1,40,1,5,2.5,87.5,25,T-mis-1513, Sprint 2,P
M,1,40,1,5,2.5,87.5,25,T-mis-1513, Sprint 3,F
M,1,40,1,5,2.5,87.5,25,T-mis-1513, Sprint 4,F
M,1,40,1,5,1,35,25,T-mis-1514,Sprint 1,F
M,1,40,1,5,1,35,25,T-mis-1514, Sprint 2,F
M,1,40,1,5,1,35,25,T-mis-1514, Sprint 3,F
M,1,40,1,5,1,35,25,T-mis-1514, Sprint 4,F
M,1,40,2,5,5,175,25,T-mis-1515,Sprint 1,F
M,1,40,2,5,5,175,25,T-mis-1515, Sprint 2,P
M,1,40,2,5,5,175,25,T-mis-1515, Sprint 3,F
M,1,40,2,5,5,175,25,T-mis-1515, Sprint 4,P
M,1,40,2,5,5,175,25,T-mis-1516,Sprint 1,F
M,1,40,2,5,5,175,25,T-mis-1516, Sprint 2,P
M,1,40,2,5,5,175,25,T-mis-1516, Sprint 3,F
M,1,40,2,5,5,175,25,T-mis-1516, Sprint 4,P
M,1,40,2,5,5,175,25,T-mis-1517,Sprint 1,F
M,1,40,2,5,5,175,25,T-mis-1517, Sprint 2,P
M,1,40,2,5,5,175,25,T-mis-1517, Sprint 3,F
M,1,40,2,5,5,175,25,T-mis-1517, Sprint 4,P
M,1,40,2,5,5,175,25,T-mis-1518,Sprint 1,F
M,1,40,2,5,5,175,25,T-mis-1518, Sprint 2,P
M,1,40,2,5,5,175,25,T-mis-1518, Sprint 3,F
M,1,40,2,5,5,175,25,T-mis-1518, Sprint 4,P
M,1,40,2,5,5,175,25,T-mis-1519,Sprint 1,P
M,1,40,2,5,5,175,25,T-mis-1519, Sprint 2,P
M,1,40,2,5,5,175,25,T-mis-1519, Sprint 3,F
M,1,40,2,5,5,175,25,T-mis-1519, Sprint 4,F
M,1,40,2,1,4,28,5,T-mis-1520,Sprint 1,P
M,1,40,2,1,4,28,5,T-mis-1520, Sprint 2,F
M,1,40,2,1,4,28,5,T-mis-1520, Sprint 3,P
M,1,40,2,1,4,28,5,T-mis-1520, Sprint 4,F
M,1,40,2,1,4,28,5,T-mis-1521,Sprint 1,P
M,1,40,2,1,4,28,5,T-mis-1521, Sprint 2,F
M,1,40,2,1,4,28,5,T-mis-1521, Sprint 3,P
M,1,40,2,1,4,28,5,T-mis-1521, Sprint 4,F
M,1,40,2,1,4,28,5,T-mis-1522,Sprint 1,P
M,1,40,2,1,4,28,5,T-mis-1522, Sprint 2,F
M,1,40,2,1,4,28,5,T-mis-1522, Sprint 3,P
M,1,40,2,1,4,28,5,T-mis-1522, Sprint 4,F
M,1,40,2,1,4,28,5,T-mis-1523,Sprint 1,P
M,1,40,2,1,4,28,5,T-mis-1523, Sprint 2,F
M,1,40,2,1,4,28,5,T-mis-1523, Sprint 3,P
M,1,40,2,1,4,28,5,T-mis-1523, Sprint 4,F
M,1,40,3,3,4,84,15,T-mis-1524,Sprint 1,F
M,1,40,3,3,4,84,15,T-mis-1524, Sprint 2,P
M,1,40,3,3,4,84,15,T-mis-1524, Sprint 3,P
M,1,40,3,3,4,84,15,T-mis-1524, Sprint 4,P
M,1,40,3,3,4,84,15,T-mis-1525,Sprint 1,F
M,1,40,3,3,4,84,15,T-mis-1525, Sprint 2,P
M,1,40,3,3,4,84,15,T-mis-1525, Sprint 3,P
M,1,40,3,3,4,84,15,T-mis-1525, Sprint 4,P
M,1,40,3,3,4,84,15,T-mis-1526,Sprint 1,F
M,1,40,3,3,4,84,15,T-mis-1526, Sprint 2,P
M,1,40,3,3,4,84,15,T-mis-1526, Sprint 3,P
M,1,40,3,3,4,84,15,T-mis-1526, Sprint 4,P
M,1,40,2,3,4,84,15,T-mis-1527,Sprint 1,P
M,1,40,2,3,4,84,15,T-mis-1527, Sprint 2,F
M,1,40,2,3,4,84,15,T-mis-1527, Sprint 3,F
M,1,40,2,3,4,84,15,T-mis-1527, Sprint 4,P
M,1,40,2,3,4,84,15,T-mis-1528,Sprint 1,P
M,1,40,2,3,4,84,15,T-mis-1528, Sprint 2,F
M,1,40,2,3,4,84,15,T-mis-1528, Sprint 3,F
M,1,40,2,3,4,84,15,T-mis-1528, Sprint 4,P
M,1,40,2,3,4,84,15,T-mis-1529,Sprint 1,P
M,1,40,2,3,4,84,15,T-mis-1529, Sprint 2,F
M,1,40,2,3,4,84,15,T-mis-1529, Sprint 3,F
M,1,40,2,3,4,84,15,T-mis-1529, Sprint 4,P
M,1,40,2,3,4,84,15,T-mis-1530,Sprint 1,P
M,1,40,2,3,4,84,15,T-mis-1530, Sprint 2,F
M,1,40,2,3,4,84,15,T-mis-1530, Sprint 3,F
M,1,40,2,3,4,84,15,T-mis-1530, Sprint 4,P
M,1,40,3,3,5,105,15,T-mis-1531,Sprint 1,P
M,1,40,3,3,5,105,15,T-mis-1531, Sprint 2,F
M,1,40,3,3,5,105,15,T-mis-1531, Sprint 3,P
M,1,40,3,3,5,105,15,T-mis-1531, Sprint 4,P
M,1,40,3,3,5,105,15,T-mis-1532,Sprint 1,P
M,1,40,3,3,5,105,15,T-mis-1532, Sprint 2,F
M,1,40,3,3,5,105,15,T-mis-1532, Sprint 3,P
M,1,40,3,3,5,105,15,T-mis-1532, Sprint 4,P
M,1,40,3,3,5,105,15,T-mis-1533,Sprint 1,P
M,1,40,3,3,5,105,15,T-mis-1533, Sprint 2,F
M,1,40,3,3,5,105,15,T-mis-1533, Sprint 3,P
M,1,40,3,3,5,105,15,T-mis-1533, Sprint 4,P
M,1,40,1,1,4,28,5,T-mis-1534,Sprint 1,F
M,1,40,1,1,4,28,5,T-mis-1534, Sprint 2,F
M,1,40,1,1,4,28,5,T-mis-1534, Sprint 3,F
M,1,40,1,1,4,28,5,T-mis-1534, Sprint 4,P
M,1,40,1,1,4,28,5,T-mis-1535,Sprint 1,F
M,1,40,1,1,4,28,5,T-mis-1535, Sprint 2,F
M,1,40,1,1,4,28,5,T-mis-1535, Sprint 3,F
M,1,40,1,1,4,28,5,T-mis-1535, Sprint 4,P
M,1,40,1,1,4,28,5,T-mis-1536,Sprint 1,F
M,1,40,1,1,4,28,5,T-mis-1536, Sprint 2,F
M,1,40,1,1,4,28,5,T-mis-1536, Sprint 3,F
M,1,40,1,1,4,28,5,T-mis-1536, Sprint 4,P
M,1,40,1,1,4,28,5,T-mis-1537,Sprint 1,F
M,1,40,1,1,4,28,5,T-mis-1537, Sprint 2,F
M,1,40,1,1,4,28,5,T-mis-1537, Sprint 3,F
M,1,40,1,1,4,28,5,T-mis-1537, Sprint 4,P
M,1,40,2,5,4,140,25,T-mis-1538,Sprint 1,P
M,1,40,2,5,4,140,25,T-mis-1538, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1538, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1538, Sprint 4,F
M,1,40,2,5,4,140,25,T-mis-1539,Sprint 1,P
M,1,40,2,5,4,140,25,T-mis-1539, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1539, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1539, Sprint 4,F
M,1,40,2,5,4,140,25,T-mis-1540,Sprint 1,P
M,1,40,2,5,4,140,25,T-mis-1540, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1540, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1540, Sprint 4,F
M,1,40,3,3,1.5,31.5,15,T-mis-1541,Sprint 1,P
M,1,40,3,3,1.5,31.5,15,T-mis-1541, Sprint 2,F
M,1,40,3,3,1.5,31.5,15,T-mis-1541, Sprint 3,P
M,1,40,3,3,1.5,31.5,15,T-mis-1541, Sprint 4,P
M,1,40,1,3,5,105,15,T-mis-1542,Sprint 1,F
M,1,40,1,3,5,105,15,T-mis-1542, Sprint 2,F
M,1,40,1,3,5,105,15,T-mis-1542, Sprint 3,F
M,1,40,1,3,5,105,15,T-mis-1542, Sprint 4,F
M,1,40,1,3,5,105,15,T-mis-1543,Sprint 1,F
M,1,40,1,3,5,105,15,T-mis-1543, Sprint 2,F
M,1,40,1,3,5,105,15,T-mis-1543, Sprint 3,F
M,1,40,1,3,5,105,15,T-mis-1543, Sprint 4,F
M,1,40,3,5,5,175,25,T-mis-1544,Sprint 1,P
M,1,40,3,5,5,175,25,T-mis-1544, Sprint 2,P
M,1,40,3,5,5,175,25,T-mis-1544, Sprint 3,P
M,1,40,3,5,5,175,25,T-mis-1544, Sprint 4,F
M,1,40,3,5,5,175,25,T-mis-1545,Sprint 1,P
M,1,40,3,5,5,175,25,T-mis-1545, Sprint 2,P
M,1,40,3,5,5,175,25,T-mis-1545, Sprint 3,P
M,1,40,3,5,5,175,25,T-mis-1545, Sprint 4,F
M,1,40,3,5,5,175,25,T-mis-1546,Sprint 1,P
M,1,40,3,5,5,175,25,T-mis-1546, Sprint 2,P
M,1,40,3,5,5,175,25,T-mis-1546, Sprint 3,P
M,1,40,3,5,5,175,25,T-mis-1546, Sprint 4,F
M,1,40,3,5,5,175,25,T-mis-1547,Sprint 1,P
M,1,40,3,5,5,175,25,T-mis-1547, Sprint 2,P
M,1,40,3,5,5,175,25,T-mis-1547, Sprint 3,P
M,1,40,3,5,5,175,25,T-mis-1547, Sprint 4,F
M,1,40,2,3,2,42,15,T-mis-1548,Sprint 1,P
M,1,40,2,3,2,42,15,T-mis-1548, Sprint 2,P
M,1,40,2,3,2,42,15,T-mis-1548, Sprint 3,F
M,1,40,2,3,2,42,15,T-mis-1548, Sprint 4,F
M,1,40,2,3,2.5,52.5,15,T-mis-1549,Sprint 1,P
M,1,40,2,3,2.5,52.5,15,T-mis-1549, Sprint 2,F
M,1,40,2,3,2.5,52.5,15,T-mis-1549, Sprint 3,P
M,1,40,2,3,2.5,52.5,15,T-mis-1549, Sprint 4,F
M,1,40,2,3,2.5,52.5,15,T-mis-1550,Sprint 1,P
M,1,40,2,3,2.5,52.5,15,T-mis-1550, Sprint 2,F
M,1,40,2,3,2.5,52.5,15,T-mis-1550, Sprint 3,P
M,1,40,2,3,2.5,52.5,15,T-mis-1550, Sprint 4,F
M,1,40,2,3,2.5,52.5,15,T-mis-1551,Sprint 1,P
M,1,40,2,3,2.5,52.5,15,T-mis-1551, Sprint 2,F
M,1,40,2,3,2.5,52.5,15,T-mis-1551, Sprint 3,P
M,1,40,2,3,2.5,52.5,15,T-mis-1551, Sprint 4,F
M,1,40,3,1,2.5,17.5,5,T-mis-1552,Sprint 1,P
M,1,40,3,1,2.5,17.5,5,T-mis-1552, Sprint 2,F
M,1,40,3,1,2.5,17.5,5,T-mis-1552, Sprint 3,P
M,1,40,3,1,2.5,17.5,5,T-mis-1552, Sprint 4,P
M,1,40,3,1,2.5,17.5,5,T-mis-1553,Sprint 1,P
M,1,40,3,1,2.5,17.5,5,T-mis-1553, Sprint 2,F
M,1,40,3,1,2.5,17.5,5,T-mis-1553, Sprint 3,P
M,1,40,3,1,2.5,17.5,5,T-mis-1553, Sprint 4,P
M,1,40,3,1,2.5,17.5,5,T-mis-1554,Sprint 1,P
M,1,40,3,1,2.5,17.5,5,T-mis-1554, Sprint 2,F
M,1,40,3,1,2.5,17.5,5,T-mis-1554, Sprint 3,P
M,1,40,3,1,2.5,17.5,5,T-mis-1554, Sprint 4,P
M,1,40,2,5,4,140,25,T-mis-1555,Sprint 1,P
M,1,40,2,5,4,140,25,T-mis-1555, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1555, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1555, Sprint 4,F
M,1,40,2,5,4,140,25,T-mis-1556,Sprint 1,P
M,1,40,2,5,4,140,25,T-mis-1556, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1556, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1556, Sprint 4,F
M,1,40,2,5,4,140,25,T-mis-1557,Sprint 1,P
M,1,40,2,5,4,140,25,T-mis-1557, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1557, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1557, Sprint 4,F
M,1,40,2,5,4,140,25,T-mis-1558,Sprint 1,P
M,1,40,2,5,4,140,25,T-mis-1558, Sprint 2,P
M,1,40,2,5,4,140,25,T-mis-1558, Sprint 3,F
M,1,40,2,5,4,140,25,T-mis-1558, Sprint 4,F
M,3,40,1,3,1.5,31.5,15,T-mis-1559,Sprint 1,F
M,3,40,1,3,1.5,31.5,15,T-mis-1559, Sprint 2,F
M,3,40,1,3,1.5,31.5,15,T-mis-1559, Sprint 3,F
M,3,40,1,3,1.5,31.5,15,T-mis-1559, Sprint 4,F
M,1,40,2,3,4,84,15,T-mis-1560,Sprint 1,F
M,1,40,2,3,4,84,15,T-mis-1560, Sprint 2,P
M,1,40,2,3,4,84,15,T-mis-1560, Sprint 3,F
M,1,40,2,3,4,84,15,T-mis-1560, Sprint 4,P
M,1,40,2,3,4,84,15,T-mis-1561,Sprint 1,F
M,1,40,2,3,4,84,15,T-mis-1561, Sprint 2,P
M,1,40,2,3,4,84,15,T-mis-1561, Sprint 3,F
M,1,40,2,3,4,84,15,T-mis-1561, Sprint 4,P
M,1,40,2,3,4,84,15,T-mis-1562,Sprint 1,F
M,1,40,2,3,4,84,15,T-mis-1562, Sprint 2,P
M,1,40,2,3,4,84,15,T-mis-1562, Sprint 3,F
M,1,40,2,3,4,84,15,T-mis-1562, Sprint 4,P
M,1,40,2,3,4,84,15,T-mis-1563,Sprint 1,F
M,1,40,2,3,4,84,15,T-mis-1563, Sprint 2,P
M,1,40,2,3,4,84,15,T-mis-1563, Sprint 3,F
M,1,40,2,3,4,84,15,T-mis-1563, Sprint 4,P
M,3,40,2,1,2.5,17.5,5,T-mis-1564,Sprint 1,F
M,3,40,2,1,2.5,17.5,5,T-mis-1564, Sprint 2,P
M,3,40,2,1,2.5,17.5,5,T-mis-1564, Sprint 3,F
M,3,40,2,1,2.5,17.5,5,T-mis-1564, Sprint 4,P
M,3,40,2,1,2.5,17.5,5,T-mis-1565,Sprint 1,F
M,3,40,2,1,2.5,17.5,5,T-mis-1565, Sprint 2,P
M,3,40,2,1,2.5,17.5,5,T-mis-1565, Sprint 3,F
M,3,40,2,1,2.5,17.5,5,T-mis-1565, Sprint 4,P
M,3,40,2,1,2.5,17.5,5,T-mis-1566,Sprint 1,F
M,3,40,2,1,2.5,17.5,5,T-mis-1566, Sprint 2,P
M,3,40,2,1,2.5,17.5,5,T-mis-1566, Sprint 3,F
M,3,40,2,1,2.5,17.5,5,T-mis-1566, Sprint 4,P
M,3,40,2,1,2.5,17.5,5,T-mis-1567,Sprint 1,F
M,3,40,2,1,2.5,17.5,5,T-mis-1567, Sprint 2,P
M,3,40,2,1,2.5,17.5,5,T-mis-1567, Sprint 3,F
M,3,40,2,1,2.5,17.5,5,T-mis-1567, Sprint 4,P
M,3,40,3,5,1.5,52.5,25,T-mis-1568,Sprint 1,F
M,3,40,3,5,1.5,52.5,25,T-mis-1568, Sprint 2,P
M,3,40,3,5,1.5,52.5,25,T-mis-1568, Sprint 3,P
M,3,40,3,5,1.5,52.5,25,T-mis-1568, Sprint 4,P
M,3,40,3,3,5,105,15,T-mis-1569,Sprint 1,P
M,3,40,3,3,5,105,15,T-mis-1569, Sprint 2,F
M,3,40,3,3,5,105,15,T-mis-1569, Sprint 3,P
M,3,40,3,3,5,105,15,T-mis-1569, Sprint 4,P
M,3,40,3,3,5,105,15,T-mis-1570,Sprint 1,P
M,3,40,3,3,5,105,15,T-mis-1570, Sprint 2,F
M,3,40,3,3,5,105,15,T-mis-1570, Sprint 3,P
M,3,40,3,3,5,105,15,T-mis-1570, Sprint 4,P
M,3,40,1,3,4,84,15,T-mis-1571,Sprint 1,F
M,3,40,1,3,4,84,15,T-mis-1571, Sprint 2,F
M,3,40,1,3,4,84,15,T-mis-1571, Sprint 3,F
M,3,40,1,3,4,84,15,T-mis-1571, Sprint 4,P
M,3,40,1,3,4,84,15,T-mis-1572,Sprint 1,F
M,3,40,1,3,4,84,15,T-mis-1572, Sprint 2,F
M,3,40,1,3,4,84,15,T-mis-1572, Sprint 3,F
M,3,40,1,3,4,84,15,T-mis-1572, Sprint 4,P
M,1,40,3,3,5,105,15,T-mis-1573,Sprint 1,P
M,1,40,3,3,5,105,15,T-mis-1573, Sprint 2,P
M,1,40,3,3,5,105,15,T-mis-1573, Sprint 3,F
M,1,40,3,3,5,105,15,T-mis-1573, Sprint 4,P
M,1,40,3,3,5,105,15,T-mis-1574,Sprint 1,P
M,1,40,3,3,5,105,15,T-mis-1574, Sprint 2,P
M,1,40,3,3,5,105,15,T-mis-1574, Sprint 3,F
M,1,40,3,3,5,105,15,T-mis-1574, Sprint 4,P
M,1,40,3,3,5,105,15,T-mis-1575,Sprint 1,P
M,1,40,3,3,5,105,15,T-mis-1575, Sprint 2,P
M,1,40,3,3,5,105,15,T-mis-1575, Sprint 3,F
M,1,40,3,3,5,105,15,T-mis-1575, Sprint 4,P
M,1,40,1,1,2.5,17.5,5,T-mis-1576,Sprint 1,F
M,1,40,1,1,2.5,17.5,5,T-mis-1576, Sprint 2,F
M,1,40,1,1,2.5,17.5,5,T-mis-1576, Sprint 3,F
M,1,40,1,1,2.5,17.5,5,T-mis-1576, Sprint 4,F
M,1,40,1,1,2.5,17.5,5,T-mis-1577,Sprint 1,F
M,1,40,1,1,2.5,17.5,5,T-mis-1577, Sprint 2,F
M,1,40,1,1,2.5,17.5,5,T-mis-1577, Sprint 3,F
M,1,40,1,1,2.5,17.5,5,T-mis-1577, Sprint 4,F
M,1,40,1,1,2.5,17.5,5,T-mis-1578,Sprint 1,F
M,1,40,1,1,2.5,17.5,5,T-mis-1578, Sprint 2,F
M,1,40,1,1,2.5,17.5,5,T-mis-1578, Sprint 3,F
M,1,40,1,1,2.5,17.5,5,T-mis-1578, Sprint 4,F
M,1,40,1,1,2.5,17.5,5,T-mis-1579,Sprint 1,F
M,1,40,1,1,2.5,17.5,5,T-mis-1579, Sprint 2,F
M,1,40,1,1,2.5,17.5,5,T-mis-1579, Sprint 3,F
M,1,40,1,1,2.5,17.5,5,T-mis-1579, Sprint 4,F
M,1,40,2,3,1,21,15,T-mis-1580,Sprint 1,F
M,1,40,2,3,1,21,15,T-mis-1580, Sprint 2,F
M,1,40,2,3,1,21,15,T-mis-1580, Sprint 3,P
M,1,40,2,3,1,21,15,T-mis-1580, Sprint 4,P
M,1,40,1,3,5,105,15,T-mis-1581,Sprint 1,P
M,1,40,1,3,5,105,15,T-mis-1581, Sprint 2,F
M,1,40,1,3,5,105,15,T-mis-1581, Sprint 3,F
M,1,40,1,3,5,105,15,T-mis-1581, Sprint 4,F
M,1,40,1,3,5,105,15,T-mis-1582,Sprint 1,P
M,1,40,1,3,5,105,15,T-mis-1582, Sprint 2,F
M,1,40,1,3,5,105,15,T-mis-1582, Sprint 3,F
M,1,40,1,3,5,105,15,T-mis-1582, Sprint 4,F
M,1,40,1,3,5,105,15,T-mis-1583,Sprint 1,P
M,1,40,1,3,5,105,15,T-mis-1583, Sprint 2,F
M,1,40,1,3,5,105,15,T-mis-1583, Sprint 3,F
M,1,40,1,3,5,105,15,T-mis-1583, Sprint 4,F
M,1,40,1,5,1,35,25,T-mis-1584,Sprint 1,F
M,1,40,1,5,1,35,25,T-mis-1584, Sprint 2,P
M,1,40,1,5,1,35,25,T-mis-1584, Sprint 3,F
M,1,40,1,5,1,35,25,T-mis-1584, Sprint 4,F
M,1,40,2,3,1,21,15,T-mis-1585,Sprint 1,F
M,1,40,2,3,1,21,15,T-mis-1585, Sprint 2,F
M,1,40,2,3,1,21,15,T-mis-1585, Sprint 3,P
M,1,40,2,3,1,21,15,T-mis-1585, Sprint 4,P
M,1,40,2,1,4,28,5,T-mis-1586,Sprint 1,P
M,1,40,2,1,4,28,5,T-mis-1586, Sprint 2,F
M,1,40,2,1,4,28,5,T-mis-1586, Sprint 3,P
M,1,40,2,1,4,28,5,T-mis-1586, Sprint 4,F
M,1,40,2,1,4,28,5,T-mis-1587,Sprint 1,P
M,1,40,2,1,4,28,5,T-mis-1587, Sprint 2,F
M,1,40,2,1,4,28,5,T-mis-1587, Sprint 3,P
M,1,40,2,1,4,28,5,T-mis-1587, Sprint 4,F
M,1,40,2,1,4,28,5,T-mis-1588,Sprint 1,P
M,1,40,2,1,4,28,5,T-mis-1588, Sprint 2,F
M,1,40,2,1,4,28,5,T-mis-1588, Sprint 3,P
M,1,40,2,1,4,28,5,T-mis-1588, Sprint 4,F
M,1,40,2,1,4,28,5,T-mis-1589,Sprint 1,P
M,1,40,2,1,4,28,5,T-mis-1589, Sprint 2,F
M,1,40,2,1,4,28,5,T-mis-1589, Sprint 3,P
M,1,40,2,1,4,28,5,T-mis-1589, Sprint 4,F
M,1,40,1,1,2.5,17.5,5,T-mis-1590,Sprint 1,P
M,1,40,1,1,2.5,17.5,5,T-mis-1590, Sprint 2,F
